10 4.802
20 6.364
30 7.354
40 8.044
50 8.66
60 9.126
70 9.606
80 10.014
90 10.39
100 10.66
110 10.708
120 10.992
130 11.266
140 11.38
150 11.808
160 11.89
170 12.316
180 12.178
190 12.33
200 12.58
210 12.666
220 12.834
230 12.704
240 12.934
250 13.056
260 13.192
270 13.23
280 13.376
290 13.588
300 13.656
310 13.712
